PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,NBA_FANTASY_PTS,DD2,TD3,PLUS_MINUS
Chris Mills,CLE,27,80,41,39,39.6,13.4,5.1,11.2,45.3,1.1,2.8,39.1,2.2,2.6,84.2,1.5,4.7,6.2,2.5,1.5,1.1,0.5,2.8,27.8,8,0,2.7
Chris Morris,UTA,31,73,59,14,13.4,4.3,1.7,4.1,40.8,0.4,1.5,27.4,0.5,0.7,72.2,0.5,1.7,2.2,0.6,0.6,0.4,0.3,1.7,9.4,0,0,-1.8
Chris Mullin,GSW,33,79,27,52,34.6,14.5,5.5,10.0,55.3,1.1,2.6,41.1,2.3,2.7,86.4,0.9,3.1,4.0,4.1,2.4,1.6,0.4,2.0,29.2,3,2,-3.5
Chris Robinson,VAN,23,41,6,35,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.8,0.7,0.2,2.1,10.9,0,0,-3.8
Chris Webber,WAS,24,72,40,32,39.0,20.1,8.4,16.2,51.8,0.8,2.1,39.7,2.5,4.3,56.5,3.3,7.0,10.3,4.6,3.2,1.7,1.9,3.6,46.9,41,2,2.2
Chris Whitney,WAS,25,82,44,38,13.6,5.2,1.7,4.0,42.1,0.7,2.0,35.6,1.1,1.4,83.2,0.2,1.1,1.3,2.2,0.8,0.6,0.0,1.2,11.2,0,0,0.5
Christian Laettner,ATL,27,82,56,26,38.2,18.1,6.7,13.8,48.6,0.4,1.1,35.2,4.4,5.4,81.6,2.6,6.2,8.8,2.7,2.7,1.2,0.8,3.4,36.2,31,0,7.1
Chucky Brown,MIL,29,70,25,45,10.8,2.9,1.1,2.2,50.6,0.0,0.1,16.7,0.7,1.0,67.1,0.6,1.5,2.1,0.4,0.3,0.1,0.3,1.4,7.1,0,0,-1.1
Clar. Weatherspoon,PHI,26,82,22,60,36.0,12.2,4.9,9.9,49.1,0.0,0.1,16.7,2.5,3.4,73.8,2.7,5.6,8.3,1.7,1.7,0.9,1.0,2.3,28.9,22,0,-6.0
Clifford Robinson,POR,30,81,48,33,38.0,15.1,5.5,12.9,42.6,1.5,4.3,34.6,2.7,3.8,69.6,1.1,2.9,4.0,3.2,2.1,1.2,0.8,3.1,28.7,1,0,3.5
Clifford Rozier,TOR,24,42,15,27,17.5,4.5,1.9,4.1,45.4,0.0,0.0,0.0,0.7,1.5,50.8,2.4,3.1,5.6,0.7,0.7,0.6,1.0,2.3,16.5,1,0,-2.0
Clyde Drexler,HOU,35,62,46,16,36.6,18.0,6.4,14.5,44.2,1.9,5.4,35.5,3.2,4.3,75.0,1.9,4.1,6.0,5.7,2.5,2.0,0.6,2.4,38.8,10,3,5.9
Corie Blount,LAL,28,58,40,18,17.3,4.2,1.6,3.1,51.4,0.0,0.1,33.3,1.0,1.4,67.5,1.9,2.8,4.8,0.6,0.9,0.4,0.4,2.1,12.4,6,0,0.3
Corliss Williamson,SAC,23,79,32,47,25.1,11.6,4.7,9.4,49.8,0.0,0.0,0.0,2.2,3.2,68.9,1.8,2.4,4.1,1.6,2.0,0.8,0.6,3.3,21.0,5,0,-2.1
Cory Alexander,SAS,24,80,20,60,18.1,7.2,2.4,6.1,39.6,1.2,3.2,37.3,1.2,1.6,73.6,0.4,1.2,1.5,3.2,1.8,1.0,0.2,1.9,15.7,4,0,-3.7
Craig Ehlo,SEA,35,62,45,17,13.7,3.5,1.4,4.0,35.1,0.4,1.5,28.4,0.2,0.4,50.0,0.6,1.1,1.8,1.1,0.7,0.6,0.1,1.1,8.4,0,0,1.5
Cuonzo Martin,MIL,25,3,0,3,4.3,0.0,0.0,2.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.6,0,0,-0.7
Dale Davis,IND,28,80,39,41,32.4,10.4,4.6,8.6,53.8,0.0,0.0,0.0,1.2,2.7,42.8,3.8,5.9,9.7,0.7,1.4,0.8,1.0,2.9,26.9,27,0,0.1
Dale Ellis,DEN,36,82,21,61,35.9,16.6,5.8,14.0,41.4,2.3,6.4,36.4,2.6,3.2,81.7,1.2,2.4,3.6,2.0,1.8,0.7,0.1,2.2,24.6,1,0,-6.0
Damon Stoudamire,TOR,23,81,30,51,40.9,20.2,7.0,17.4,40.1,2.2,6.1,35.5,4.1,5.0,82.3,1.1,3.0,4.1,8.8,3.6,1.5,0.2,2.0,39.7,33,2,-2.6
Dan Majerle,MIA,31,36,27,9,35.1,10.8,3.9,9.6,40.6,1.9,5.6,33.8,1.1,1.6,67.8,1.3,3.3,4.5,3.2,1.4,1.5,0.4,2.1,25.3,1,0,3.4
Dan Schayes,ORL,38,45,25,20,12.0,3.0,1.0,2.7,39.2,0.0,0.0,0.0,0.9,1.2,75.0,0.9,1.9,2.8,0.3,0.6,0.3,0.4,1.6,8.2,1,0,-0.1
Dana Barros,BOS,30,24,6,18,29.4,12.5,4.6,10.5,43.5,1.8,4.4,41.0,1.5,1.8,86.0,0.2,1.8,2.0,3.4,1.6,1.1,0.3,1.4,22.3,0,0,-3.9
Danny Ferry,CLE,30,82,42,40,32.1,10.6,4.2,9.7,42.9,1.4,3.5,40.1,0.9,1.1,85.1,1.0,3.1,4.1,1.8,1.1,0.7,0.4,3.0,20.4,0,0,1.8
Danny Manning,PHX,31,77,37,40,27.8,13.5,5.5,10.3,53.6,0.1,0.5,19.4,2.4,3.3,72.1,1.8,4.3,6.1,2.2,2.1,1.1,1.0,3.5,28.1,12,0,1.5
Darrell Armstrong,ORL,29,67,34,33,15.1,6.1,2.0,5.1,38.3,0.8,2.7,30.4,1.4,1.6,86.8,0.5,0.6,1.1,2.6,1.5,0.9,0.1,1.7,13.1,1,0,0.5
